count,from,to,timeframe,start,end
70,hanyaisme,hanyaisme,68,2021-02-01 12:19:54,2021-02-15 09:55:06
71,hanyaisme,hanyaisme,69,2021-02-01 12:20:06,2021-02-15 09:55:06
72,hanyaisme,hanyaisme,70,2021-02-01 12:20:22,2021-02-15 09:55:06
73,kalaharisenja,kalaharisenja,71,2021-02-01 14:54:56,2021-02-15 09:55:06
74,kalaharisenja,kalaharisenja,72,2021-02-01 14:55:07,2021-02-15 09:55:06
75,kalaharisenja,kalaharisenja,73,2021-02-01 14:55:25,2021-02-15 09:55:06
76,kalaharisenja,kalaharisenja,74,2021-02-01 14:55:47,2021-02-15 09:55:06
77,kalaharisenja,kalaharisenja,75,2021-02-01 14:56:29,2021-02-15 09:55:06
78,kalaharisenja,kalaharisenja,76,2021-02-01 14:56:44,2021-02-15 09:55:06
79,dps_sby1910,dps_sby1910,77,2021-02-01 20:07:28,2021-02-15 09:55:06
80,kianinara1,kianinara1,78,2021-02-01 20:07:34,2021-02-15 09:55:06
81,yusaphyputra,yusaphyputra,79,2021-02-01 20:08:01,2021-02-15 09:55:06
82,udien_marbot,energitodayid,80,2021-02-01 20:10:21,2021-02-15 09:55:06
83,rutan_wonosari,rutan_wonosari,81,2021-02-01 20:12:42,2021-02-15 09:55:06
84,mnctrijaya,mnctrijaya,82,2021-02-01 20:16:18,2021-02-15 09:55:06
85,lima8satu,lima8satu,83,2021-02-01 20:53:04,2021-02-15 09:55:06
86,apede16,apede16,84,2021-02-01 20:57:18,2021-02-15 09:55:06
87,anak_senja90,anak_senja90,85,2021-02-01 20:59:26,2021-02-15 09:55:06
88,miraonce,cnnindonesia,86,2021-02-01 21:04:46,2021-02-15 09:55:06
89,biotekfarmasi,biotekfarmasi,87,2021-02-01 21:15:01,2021-02-15 09:55:06
90,pemudaspeakup,pemudaspeakup,88,2021-02-01 22:10:12,2021-02-15 09:55:06
91,je_ly,je_ly,89,2021-02-01 22:40:14,2021-02-15 09:55:06
92,karnatjahyana,03__nakula,90,2021-02-01 22:47:11,2021-02-15 09:55:06
93,arunikaswastam1,arunikaswastam1,91,2021-02-01 22:48:52,2021-02-15 09:55:06
94,dewii_sintiaa,dewii_sintiaa,92,2021-02-01 22:55:02,2021-02-15 09:55:06
95,tolakbigotnkri,tolakbigotnkri,93,2021-02-01 23:02:44,2021-02-15 09:55:06
96,tattyandra,tattyandra,94,2021-02-01 23:04:39,2021-02-15 09:55:06
97,pelindountukin1,pelindountukin1,95,2021-02-01 23:07:29,2021-02-15 09:55:06
98,tolakbigotnkri,tolakbigotnkri,96,2021-02-01 23:09:26,2021-02-15 09:55:06
99,perumperhutani,perumperhutani,97,2021-02-01 23:25:08,2021-02-15 09:55:06
100,kangmul57,tjhinfar21,98,2021-02-01 23:28:47,2021-02-15 09:55:06
101,damriindonesia,damriindonesia,99,2021-02-01 23:30:28,2021-02-15 09:55:06
102,blacksppyder,blacksppyder,100,2021-02-01 23:33:24,2021-02-15 09:55:06
103,blacksppyder,blacksppyder,101,2021-02-01 23:33:25,2021-02-15 09:55:06
104,pjt1untukidn,pjt1untukidn,102,2021-02-01 23:36:34,2021-02-15 09:55:06
105,e100ss,e100ss,103,2021-02-01 23:38:12,2021-02-15 09:55:06
106,lionelbarcalope,lionelbarcalope,104,2021-02-01 23:39:30,2021-02-15 09:55:06
107,je_ly,je_ly,105,2021-02-01 23:41:38,2021-02-15 09:55:06
108,asabri_official,asabri_official,106,2021-02-01 23:51:49,2021-02-15 09:55:06
109,1404stj,kiyai_marufamin,107,2021-02-02 00:03:20,2021-02-15 09:55:06
110,critaorangdalam,critaorangdalam,108,2021-02-02 00:04:24,2021-02-15 09:55:06
111,hrahp_5,mustbee17,109,2021-02-02 00:06:29,2021-02-15 09:55:06
112,fridasolehati9,fridasolehati9,110,2021-02-02 00:08:15,2021-02-15 09:55:06
113,fridasolehati9,fridasolehati9,111,2021-02-02 00:08:17,2021-02-15 09:55:06
114,fmb9id_,fmb9id_,112,2021-02-02 00:09:59,2021-02-15 09:55:06
115,fmb9id_,fmb9id_,113,2021-02-02 00:10:00,2021-02-15 09:55:06
116,rahman_nashir,rahman_nashir,114,2021-02-02 00:15:35,2021-02-15 09:55:06
117,jsmruntukidn,jsmruntukidn,115,2021-02-02 00:20:55,2021-02-15 09:55:06
118,mochamadarip,mochamadarip,116,2021-02-02 00:25:29,2021-02-15 09:55:06
119,lokapomlinggau,lokapomlinggau,117,2021-02-02 00:32:36,2021-02-15 09:55:06
120,suemarsoni,suemarsoni,118,2021-02-02 00:46:45,2021-02-15 09:55:06
121,suemarsoni,suemarsoni,118,2021-02-02 00:46:45,2021-02-15 09:55:06
122,suemarsoni,suemarsoni,119,2021-02-02 00:46:46,2021-02-15 09:55:06
123,suemarsoni,suemarsoni,120,2021-02-02 00:46:49,2021-02-15 09:55:06
124,spati03,tonykojansow,121,2021-02-02 00:47:30,2021-02-15 09:55:06
125,suemarsoni,suemarsoni,122,2021-02-02 00:48:17,2021-02-15 09:55:06
126,suemarsoni,suemarsoni,123,2021-02-02 00:48:22,2021-02-15 09:55:06
127,dinihrdianti,dinihrdianti,124,2021-02-02 00:48:36,2021-02-15 09:55:06
128,briuntukid,briuntukid,125,2021-02-02 00:50:10,2021-02-15 09:55:06
129,aaasbndg,tonykojansow,126,2021-02-02 00:52:04,2021-02-15 09:55:06
130,dusapanlandu,dusapanlandu,127,2021-02-02 00:54:29,2021-02-15 09:55:06
131,smbruntukidn,smbruntukidn,128,2021-02-02 00:56:21,2021-02-15 09:55:06
132,bumnkaboku,bumnkaboku,129,2021-02-02 00:57:14,2021-02-15 09:55:06
133,kebijakananies,kebijakananies,130,2021-02-02 01:00:49,2021-02-15 09:55:06
134,tempak21,tempak21,131,2021-02-02 01:01:44,2021-02-15 09:55:06
135,twcmediaa,twcmediaa,132,2021-02-02 01:15:27,2021-02-15 09:55:06
136,kangmul57,tjhinfar21,133,2021-02-02 01:19:22,2021-02-15 09:55:06
137,indnkri,kangmul57,134,2021-02-02 01:20:27,2021-02-15 09:55:06
138,indnkri,kangmul57,135,2021-02-02 01:20:43,2021-02-15 09:55:06
139,indnkri,kangmul57,136,2021-02-02 01:20:56,2021-02-15 09:55:06
140,indnkri,kangmul57,137,2021-02-02 01:21:12,2021-02-15 09:55:06
141,indnkri,kangmul57,138,2021-02-02 01:21:24,2021-02-15 09:55:06
142,indnkri,kangmul57,139,2021-02-02 01:21:37,2021-02-15 09:55:06
143,indnkri,kangmul57,140,2021-02-02 01:21:51,2021-02-15 09:55:06
144,indnkri,kangmul57,141,2021-02-02 01:22:12,2021-02-15 09:55:06
145,indnkri,kangmul57,142,2021-02-02 01:22:30,2021-02-15 09:55:06
146,kangmul57,silentreadeer,143,2021-02-02 01:24:48,2021-02-15 09:55:06
147,kangmul57,denni_loyz,144,2021-02-02 01:24:59,2021-02-15 09:55:06
148,kangmul57,denni_loyz,145,2021-02-02 01:25:49,2021-02-15 09:55:06
149,kangmul57,tjhinfar21,146,2021-02-02 01:26:04,2021-02-15 09:55:06
150,kangmul57,lilapama2011,147,2021-02-02 01:26:23,2021-02-15 09:55:06
151,kangmul57,lilapama2011,148,2021-02-02 01:26:33,2021-02-15 09:55:06
152,kangmul57,chaterinee_08,149,2021-02-02 01:26:43,2021-02-15 09:55:06
153,kangmul57,denni_loyz,150,2021-02-02 01:26:55,2021-02-15 09:55:06
154,kangmul57,dinihrdianti,151,2021-02-02 01:27:05,2021-02-15 09:55:06
155,kangmul57,seruanhl,152,2021-02-02 01:27:15,2021-02-15 09:55:06
156,kangmul57,naydonuts,153,2021-02-02 01:27:34,2021-02-15 09:55:06
157,kangmul57,tjhinfar21,154,2021-02-02 01:27:49,2021-02-15 09:55:06
158,taspen,taspen,155,2021-02-02 01:30:51,2021-02-15 09:55:06
159,kangmul57,tjhinfar21,156,2021-02-02 01:39:09,2021-02-15 09:55:06
160,kinuprakoso,kinuprakoso,157,2021-02-02 01:43:12,2021-02-15 09:55:06
161,kinuprakoso,kinuprakoso,158,2021-02-02 01:43:13,2021-02-15 09:55:06
162,tattyandra,tattyandra,159,2021-02-02 01:44:37,2021-02-15 09:55:06
163,yatie84991237,ney_4pu3,160,2021-02-02 01:46:00,2021-02-15 09:55:06
164,eka_mulyahas,eka_mulyahas,161,2021-02-02 01:52:35,2021-02-15 09:55:06
165,eka_mulyahas,eka_mulyahas,162,2021-02-02 01:52:38,2021-02-15 09:55:06
166,bki_1964,bki_1964,163,2021-02-02 01:52:39,2021-02-15 09:55:06
167,notyourgoodbf,notyourgoodbf,164,2021-02-02 01:54:37,2021-02-15 09:55:06
168,notyourgoodbf,notyourgoodbf,165,2021-02-02 01:54:40,2021-02-15 09:55:06
169,kelinci_kecu,kelinci_kecu,166,2021-02-02 01:55:14,2021-02-15 09:55:06
170,kelinci_kecu,kelinci_kecu,167,2021-02-02 01:55:17,2021-02-15 09:55:06
171,haluanghabang,haluanghabang,168,2021-02-02 01:58:40,2021-02-15 09:55:06
172,keekeewww,jek___,169,2021-02-02 02:00:36,2021-02-15 09:55:06
173,farjiarel,tarida_indah,170,2021-02-02 02:01:10,2021-02-15 09:55:06
174,banteng_indo,banteng_indo,171,2021-02-02 02:02:35,2021-02-15 09:55:06
175,donyrmdn14,donyrmdn14,172,2021-02-02 02:06:34,2021-02-15 09:55:06
176,indnkri,kangmul57,173,2021-02-02 02:12:30,2021-02-15 09:55:06
177,kbnpersero,kbnpersero,174,2021-02-02 02:12:36,2021-02-15 09:55:06
178,indnkri,kangmul57,175,2021-02-02 02:12:59,2021-02-15 09:55:06
179,indnkri,kangmul57,176,2021-02-02 02:13:14,2021-02-15 09:55:06
180,teekuz,teekuz,177,2021-02-02 02:13:27,2021-02-15 09:55:06
181,teekuz,teekuz,178,2021-02-02 02:13:29,2021-02-15 09:55:06
182,indnkri,kangmul57,179,2021-02-02 02:13:33,2021-02-15 09:55:06
183,teekuz,teekuz,179,2021-02-02 02:13:33,2021-02-15 09:55:06
184,indnkri,kangmul57,180,2021-02-02 02:13:47,2021-02-15 09:55:06
185,indnkri,kangmul57,181,2021-02-02 02:14:01,2021-02-15 09:55:06
186,indnkri,kangmul57,182,2021-02-02 02:14:15,2021-02-15 09:55:06
187,indnkri,kangmul57,183,2021-02-02 02:14:37,2021-02-15 09:55:06
188,indnkri,kangmul57,184,2021-02-02 02:14:50,2021-02-15 09:55:06
189,indnkri,kangmul57,185,2021-02-02 02:15:19,2021-02-15 09:55:06
190,indnkri,kangmul57,186,2021-02-02 02:15:39,2021-02-15 09:55:06
191,indnkri,tjhinfar21,187,2021-02-02 02:15:54,2021-02-15 09:55:06
192,mulyana59,kangmul57,188,2021-02-02 02:17:15,2021-02-15 09:55:06
193,mulyana59,kangmul57,189,2021-02-02 02:17:35,2021-02-15 09:55:06
194,mulyana59,kangmul57,190,2021-02-02 02:17:48,2021-02-15 09:55:06
195,mulyana59,kangmul57,191,2021-02-02 02:17:58,2021-02-15 09:55:06
196,mulyana59,kangmul57,192,2021-02-02 02:18:07,2021-02-15 09:55:06
197,mulyana59,kangmul57,193,2021-02-02 02:18:18,2021-02-15 09:55:06
198,mulyana59,kangmul57,194,2021-02-02 02:18:28,2021-02-15 09:55:06
199,mulyana59,tjhinfar21,195,2021-02-02 02:18:39,2021-02-15 09:55:06
200,mulyana59,kangmul57,196,2021-02-02 02:18:50,2021-02-15 09:55:06
201,mulyana59,kangmul57,197,2021-02-02 02:19:00,2021-02-15 09:55:06
202,mulyana59,kangmul57,198,2021-02-02 02:19:11,2021-02-15 09:55:06
203,mulyana59,kangmul57,199,2021-02-02 02:19:20,2021-02-15 09:55:06
204,mulyana59,tjhinfar21,200,2021-02-02 02:19:30,2021-02-15 09:55:06
205,mulyana59,seruanhl,201,2021-02-02 02:19:41,2021-02-15 09:55:06
206,indoseputarinfo,indoseputarinfo,202,2021-02-02 02:19:49,2021-02-15 09:55:06
207,mulyana59,dinihrdianti,203,2021-02-02 02:19:51,2021-02-15 09:55:06
208,mulyana59,denni_loyz,204,2021-02-02 02:20:01,2021-02-15 09:55:06
209,mulyana59,chaterinee_08,205,2021-02-02 02:20:15,2021-02-15 09:55:06
210,mulyana59,lilapama2011,206,2021-02-02 02:20:25,2021-02-15 09:55:06
211,mulyana59,lilapama2011,207,2021-02-02 02:20:40,2021-02-15 09:55:06
212,mulyana59,tjhinfar21,208,2021-02-02 02:20:57,2021-02-15 09:55:06
213,mulyana59,denni_loyz,209,2021-02-02 02:21:10,2021-02-15 09:55:06
214,mulyana59,denni_loyz,210,2021-02-02 02:21:20,2021-02-15 09:55:06
215,mulyana59,silentreadeer,211,2021-02-02 02:21:29,2021-02-15 09:55:06
216,mulyana59,tjhinfar21,212,2021-02-02 02:21:38,2021-02-15 09:55:06
217,mulyana59,kangmul57,213,2021-02-02 02:21:47,2021-02-15 09:55:06
218,mulyana59,kangmul57,214,2021-02-02 02:21:57,2021-02-15 09:55:06
219,mulyana59,kangmul57,215,2021-02-02 02:22:06,2021-02-15 09:55:06
220,mulyana59,kangmul57,216,2021-02-02 02:22:17,2021-02-15 09:55:06
221,mulyana59,kangmul57,217,2021-02-02 02:22:26,2021-02-15 09:55:06
222,mulyana59,kangmul57,218,2021-02-02 02:22:36,2021-02-15 09:55:06
223,mulyana59,kangmul57,219,2021-02-02 02:22:45,2021-02-15 09:55:06
224,mulyana59,kangmul57,220,2021-02-02 02:22:55,2021-02-15 09:55:06
225,lokapomsanggau,lokapomsanggau,221,2021-02-02 02:23:03,2021-02-15 09:55:06
226,mulyana59,kangmul57,222,2021-02-02 02:23:05,2021-02-15 09:55:06
227,kangmul58,kangmul57,223,2021-02-02 02:24:09,2021-02-15 09:55:06
228,kangmul58,kangmul57,224,2021-02-02 02:24:21,2021-02-15 09:55:06
229,kangmul58,kangmul57,225,2021-02-02 02:24:32,2021-02-15 09:55:06
230,kangmul58,kangmul57,226,2021-02-02 02:24:43,2021-02-15 09:55:06
231,kangmul58,kangmul57,227,2021-02-02 02:24:53,2021-02-15 09:55:06
232,kangmul58,kangmul57,228,2021-02-02 02:25:02,2021-02-15 09:55:06
233,kangmul58,kangmul57,229,2021-02-02 02:25:13,2021-02-15 09:55:06
234,kangmul58,kangmul57,230,2021-02-02 02:25:24,2021-02-15 09:55:06
235,kangmul58,kangmul57,231,2021-02-02 02:25:34,2021-02-15 09:55:06
236,kangmul58,kangmul57,232,2021-02-02 02:25:44,2021-02-15 09:55:06
237,kangmul58,kangmul57,233,2021-02-02 02:25:54,2021-02-15 09:55:06
238,kangmul58,kangmul57,234,2021-02-02 02:26:15,2021-02-15 09:55:06
239,kangmul58,kangmul57,235,2021-02-02 02:26:26,2021-02-15 09:55:06
240,kangmul58,kangmul57,236,2021-02-02 02:26:37,2021-02-15 09:55:06
241,kangmul58,kangmul57,237,2021-02-02 02:26:47,2021-02-15 09:55:06
242,kangmul58,kangmul57,238,2021-02-02 02:26:57,2021-02-15 09:55:06
243,kangmul58,kangmul57,239,2021-02-02 02:27:07,2021-02-15 09:55:06
244,kangmul58,kangmul57,240,2021-02-02 02:27:17,2021-02-15 09:55:06
245,kangmul58,kangmul57,241,2021-02-02 02:27:27,2021-02-15 09:55:06
246,kangmul58,kangmul57,242,2021-02-02 02:27:37,2021-02-15 09:55:06
247,polsek_badau,polsek_badau,243,2021-02-02 02:35:21,2021-02-15 09:55:06
248,setkabgoid,setkabgoid,244,2021-02-02 02:35:23,2021-02-15 09:55:06
249,kangmul57,silentreadeer,245,2021-02-02 02:38:23,2021-02-15 09:55:06
250,kangmul57,jisatu01,246,2021-02-02 02:38:40,2021-02-15 09:55:06
251,kangmul57,seruanhl,247,2021-02-02 02:39:05,2021-02-15 09:55:06
252,kangmul57,dsutiyanti,248,2021-02-02 02:39:33,2021-02-15 09:55:06
253,kangmul57,selfmirror_,249,2021-02-02 02:39:58,2021-02-15 09:55:06
254,kangmul57,hanifaahandini,250,2021-02-02 02:40:30,2021-02-15 09:55:06
255,kangmul57,hanifaahandini,251,2021-02-02 02:40:48,2021-02-15 09:55:06
256,kangmul57,selfmirror_,252,2021-02-02 02:41:13,2021-02-15 09:55:06
257,kangmul57,nirmala_f2021,253,2021-02-02 02:41:36,2021-02-15 09:55:06
258,kangmul57,dsutiyanti,254,2021-02-02 02:41:56,2021-02-15 09:55:06
259,kangmul57,chaterinee_08,255,2021-02-02 02:42:11,2021-02-15 09:55:06
260,lapasbatam,lapasbatam,256,2021-02-02 02:52:10,2021-02-15 09:55:06
261,kemenkesri,kemenkesri,257,2021-02-02 02:53:10,2021-02-15 09:55:06
262,zyezykia,zyezykia,258,2021-02-02 02:58:03,2021-02-15 09:55:06
263,zyezykia,zyezykia,259,2021-02-02 02:58:04,2021-02-15 09:55:06
264,cintya_salsa,cintya_salsa,260,2021-02-02 03:01:37,2021-02-15 09:55:06
265,kangmul57,nirmala_f2021,261,2021-02-02 03:03:07,2021-02-15 09:55:06
266,kangmul57,chaterinee_08,262,2021-02-02 03:03:25,2021-02-15 09:55:06
267,kangmul57,tjhinfar21,263,2021-02-02 03:05:30,2021-02-15 09:55:06
268,kangmul57,silentreadeer,264,2021-02-02 03:05:45,2021-02-15 09:55:06
269,kangmul57,silentreadeer,265,2021-02-02 03:06:05,2021-02-15 09:55:06
270,kangmul57,silentreadeer,266,2021-02-02 03:06:20,2021-02-15 09:55:06
271,kangmul57,ch_chotlmah,267,2021-02-02 03:07:05,2021-02-15 09:55:06
272,kangmul57,lilapama2011,268,2021-02-02 03:08:51,2021-02-15 09:55:06
273,kangmul57,chaterinee_08,269,2021-02-02 03:09:33,2021-02-15 09:55:06
274,kangmul57,dsutiyanti,270,2021-02-02 03:09:48,2021-02-15 09:55:06
275,kangmul57,kakji05,271,2021-02-02 03:12:18,2021-02-15 09:55:06
276,pelindo_1,pelindo_1,272,2021-02-02 03:15:23,2021-02-15 09:55:06
277,airnav_official,airnav_official,273,2021-02-02 03:18:45,2021-02-15 09:55:06
278,selfmirror_,tjhinfar21,274,2021-02-02 03:24:08,2021-02-15 09:55:06
279,selfmirror_,seruanhl,275,2021-02-02 03:24:28,2021-02-15 09:55:06
280,cn_2024,cn_2024,276,2021-02-02 03:33:52,2021-02-15 09:55:06
281,newspresisi,newspresisi,277,2021-02-02 03:37:12,2021-02-15 09:55:06
282,newspresisi,newspresisi,278,2021-02-02 03:38:15,2021-02-15 09:55:06
283,indoseputarinfo,indoseputarinfo,279,2021-02-02 03:42:20,2021-02-15 09:55:06
284,korantempo,korantempo,280,2021-02-02 03:42:25,2021-02-15 09:55:06
285,fm98sonora,fm98sonora,281,2021-02-02 03:43:06,2021-02-15 09:55:06
286,kangmul57,je_ly,282,2021-02-02 03:44:47,2021-02-15 09:55:06
287,lawancovid19_id,lawancovid19_id,283,2021-02-02 03:47:23,2021-02-15 09:55:06
288,larismi11,kangmul57,284,2021-02-02 03:52:32,2021-02-15 09:55:06
289,ayudhistella,ayudhistella,285,2021-02-02 03:54:22,2021-02-15 09:55:06
290,ayudhistella,ayudhistella,286,2021-02-02 03:54:29,2021-02-15 09:55:06
291,ayudhistella,ayudhistella,287,2021-02-02 03:54:30,2021-02-15 09:55:06
292,kangmul57,seruanhl,288,2021-02-02 03:59:35,2021-02-15 09:55:06
293,fmb9id_,fmb9id_,289,2021-02-02 04:19:34,2021-02-15 09:55:06
294,fmb9id_,fmb9id_,289,2021-02-02 04:19:34,2021-02-15 09:55:06
295,barata_ina,barata_ina,290,2021-02-02 04:23:37,2021-02-15 09:55:06
296,1404stj,kemenkesri,291,2021-02-02 04:25:36,2021-02-15 09:55:06
297,pnugroho28,pnugroho28,292,2021-02-02 04:32:48,2021-02-15 09:55:06
298,janghermant1,janghermant1,293,2021-02-02 04:36:56,2021-02-15 09:55:06
299,janghermant1,janghermant1,294,2021-02-02 04:36:58,2021-02-15 09:55:06
300,kangmul57,denni_loyz,295,2021-02-02 04:39:50,2021-02-15 09:55:06
301,adviprast,adviprast,296,2021-02-02 04:58:33,2021-02-15 09:55:06
302,kominfojatim,kominfojatim,297,2021-02-02 04:58:46,2021-02-15 09:55:06
303,hrahp_5,kangmul57,298,2021-02-02 05:07:00,2021-02-15 09:55:06
304,laju_petang,laju_petang,299,2021-02-02 05:15:14,2021-02-15 09:55:06
305,laju_petang,laju_petang,300,2021-02-02 05:15:58,2021-02-15 09:55:06
306,laju_petang,laju_petang,301,2021-02-02 05:20:47,2021-02-15 09:55:06
307,presidenumnoazh,presidenumnoazh,302,2021-02-02 05:22:48,2021-02-15 09:55:06
308,haleyluhooo,haleyluhooo,303,2021-02-02 05:22:57,2021-02-15 09:55:06
309,mang_ib,mang_ib,304,2021-02-02 05:25:43,2021-02-15 09:55:06
310,mang_ib,mang_ib,305,2021-02-02 05:25:45,2021-02-15 09:55:06
311,bkpm,bkpm,306,2021-02-02 05:26:59,2021-02-15 09:55:06
312,mang_ib,mang_ib,307,2021-02-02 05:27:52,2021-02-15 09:55:06
313,mang_ib,mang_ib,308,2021-02-02 05:31:21,2021-02-15 09:55:06
314,alit1_kawulo,alit1_kawulo,309,2021-02-02 05:32:57,2021-02-15 09:55:06
315,alit1_kawulo,alit1_kawulo,310,2021-02-02 05:32:59,2021-02-15 09:55:06
316,kitabisacom,kitabisacom,311,2021-02-02 05:35:17,2021-02-15 09:55:06
317,mulyana59,naydonuts,312,2021-02-02 05:37:05,2021-02-15 09:55:06
318,kitabisacom,kitabisacom,313,2021-02-02 05:51:15,2021-02-15 09:55:06
319,batik_jokowi,batik_jokowi,314,2021-02-02 05:59:06,2021-02-15 09:55:06
